timestamp_iso,epoch_ms,elapsed_ms,value_adc,packet_id,channel,dongle_addr,ring_addr,event,raw
2026-06-15T08:15:29.131Z,1781511329131,2244565,1720,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;1720"
2026-06-15T08:15:32.249Z,1781511332249,2247683,1718,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;1718"
2026-06-15T08:15:52.080Z,1781511352080,2267514,2197,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;2197"
2026-06-15T08:16:59.847Z,1781511419847,2335281,3901,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3901"
2026-06-15T08:17:02.928Z,1781511422928,2338362,5238,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;5238"
2026-06-15T08:17:06.030Z,1781511426030,2341464,5330,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;5330"
2026-06-15T08:17:10.155Z,1781511430155,2345589,1870,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;1870"
2026-06-15T08:17:13.274Z,1781511433274,2348708,5457,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;5457"
2026-06-15T08:17:17.401Z,1781511437401,2352835,4398,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4398"
2026-06-15T08:17:20.488Z,1781511440488,2355922,4688,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4688"
2026-06-15T08:17:23.589Z,1781511443589,2359023,5202,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;5202"
2026-06-15T08:17:26.706Z,1781511446706,2362140,5290,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;5290"
2026-06-15T08:17:29.809Z,1781511449809,2365243,4406,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4406"
2026-06-15T08:17:32.930Z,1781511452930,2368364,4721,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4721"
2026-06-15T08:17:36.029Z,1781511456029,2371463,3975,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3975"
2026-06-15T08:17:39.123Z,1781511459123,2374557,3974,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3974"
2026-06-15T08:17:42.221Z,1781511462221,2377655,4134,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4134"
2026-06-15T08:17:45.305Z,1781511465305,2380739,4009,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4009"
2026-06-15T08:17:48.423Z,1781511468423,2383857,4006,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4006"
2026-06-15T08:17:51.526Z,1781511471526,2386960,4024,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;4024"
2026-06-15T08:17:54.608Z,1781511474608,2390042,3748,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3748"
2026-06-15T08:17:57.745Z,1781511477745,2393179,3429,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3429"
2026-06-15T08:18:00.827Z,1781511480827,2396261,3272,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3272"
2026-06-15T08:18:03.963Z,1781511483963,2399397,3216,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3216"
2026-06-15T08:18:07.048Z,1781511487048,2402482,3283,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3283"
2026-06-15T08:18:10.152Z,1781511490152,2405586,3281,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3281"
2026-06-15T08:18:13.310Z,1781511493310,2408744,3168,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3168"
2026-06-15T08:18:16.452Z,1781511496452,2411886,3318,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;3318"
